지역,latitude,longitude,date,연도,분기,순이동률,전입률,전출률
전라남도,34.8006,126.2994,2019-01-01,2019,Q1,-1.6,13.7,15.3
전라남도,34.8006,126.2994,2019-04-01,2019,Q2,-0.5,10.9,11.5
전라남도,34.8006,126.2994,2019-07-01,2019,Q3,-0.7,10.5,11.2
전라남도,34.8006,126.2994,2019-10-01,2019,Q4,1.0,13.2,12.3
전라남도,34.8006,126.2994,2020-01-01,2020,Q1,-1.6,14.2,15.8
전라남도,34.8006,126.2994,2020-04-01,2020,Q2,-0.6,11.6,12.2
전라남도,34.8006,126.2994,2020-07-01,2020,Q3,-0.4,12.1,12.5
전라남도,34.8006,126.2994,2020-10-01,2020,Q4,0.6,13.9,13.4
전라남도,34.8006,126.2994,2021-01-01,2021,Q1,-0.2,14.9,15.1
전라남도,34.8006,126.2994,2021-04-01,2021,Q2,-0.1,11.1,11.2
전라남도,34.8006,126.2994,2021-07-01,2021,Q3,-0.7,10.8,11.5
전라남도,34.8006,126.2994,2021-10-01,2021,Q4,0.0,12.0,12.0
전라남도,34.8006,126.2994,2022-01-01,2022,Q1,0.0,13.1,13.2
전라남도,34.8006,126.2994,2022-04-01,2022,Q2,0.1,10.3,10.2
전라남도,34.8006,126.2994,2022-07-01,2022,Q3,-0.3,9.1,9.4
전라남도,34.8006,126.2994,2022-10-01,2022,Q4,0.1,9.7,9.5
전라남도,34.8006,126.2994,2023-01-01,2023,Q1,-0.2,12.7,12.9
전라남도,34.8006,126.2994,2023-04-01,2023,Q2,0.1,9.8,9.7
전라남도,34.8006,126.2994,2023-07-01,2023,Q3,-0.4,9.0,9.4
전라남도,34.8006,126.2994,2023-10-01,2023,Q4,0.1,9.2,9.1
전라남도,34.8006,126.2994,2024-01-01,2024,Q1,-0.6,11.7,12.2
전라남도,34.8006,126.2994,2024-04-01,2024,Q2,-0.2,9.3,9.4
전라남도,34.8006,126.2994,2024-07-01,2024,Q3,-0.2,10.1,10.3
전북특별자치도,35.8175,127.14,2017-01-01,2017,Q1,-0.7,15.2,15.9
전북특별자치도,35.8175,127.14,2017-04-01,2017,Q2,-0.4,11.3,11.7
전북특별자치도,35.8175,127.14,2017-07-01,2017,Q3,-0.4,11.4,11.8
전북특별자치도,35.8175,127.14,2017-10-01,2017,Q4,0.0,12.4,12.4
전북특별자치도,35.8175,127.14,2018-01-01,2018,Q1,-1.1,16.3,17.5
전북특별자치도,35.8175,127.14,2018-04-01,2018,Q2,-0.6,12.8,13.4
전북특별자치도,35.8175,127.14,2018-07-01,2018,Q3,-0.7,11.1,11.9
전북특별자치도,35.8175,127.14,2018-10-01,2018,Q4,-0.6,12.9,13.4
전북특별자치도,35.8175,127.14,2019-01-01,2019,Q1,-1.1,15.3,16.4
전북특별자치도,35.8175,127.14,2019-04-01,2019,Q2,-0.6,11.2,11.8
전북특별자치도,35.8175,127.14,2019-07-01,2019,Q3,-0.6,11.1,11.7
전북특별자치도,35.8175,127.14,2019-10-01,2019,Q4,-0.5,12.8,13.4
전북특별자치도,35.8175,127.14,2020-01-01,2020,Q1,-1.0,15.7,16.6
전북특별자치도,35.8175,127.14,2020-04-01,2020,Q2,-0.6,12.8,13.4
전북특별자치도,35.8175,127.14,2020-07-01,2020,Q3,-0.2,13.2,13.4
전북특별자치도,35.8175,127.14,2020-10-01,2020,Q4,-0.1,13.8,13.9
전북특별자치도,35.8175,127.14,2021-01-01,2021,Q1,-0.6,14.3,14.8
전북특별자치도,35.8175,127.14,2021-04-01,2021,Q2,0.0,11.6,11.6
전북특별자치도,35.8175,127.14,2021-07-01,2021,Q3,-0.4,11.8,12.1
전북특별자치도,35.8175,127.14,2021-10-01,2021,Q4,-0.4,12.5,12.9
전북특별자치도,35.8175,127.14,2022-01-01,2022,Q1,-0.5,12.7,13.2
전북특별자치도,35.8175,127.14,2022-04-01,2022,Q2,-0.2,10.7,10.9
전북특별자치도,35.8175,127.14,2022-07-01,2022,Q3,-0.3,10.8,11.2
전북특별자치도,35.8175,127.14,2022-10-01,2022,Q4,-0.1,10.9,10.9
전북특별자치도,35.8175,127.14,2023-01-01,2023,Q1,-0.4,12.9,13.3
전북특별자치도,35.8175,127.14,2023-04-01,2023,Q2,-0.2,9.8,10.0
전북특별자치도,35.8175,127.14,2023-07-01,2023,Q3,-0.2,10.1,10.4
전북특별자치도,35.8175,127.14,2023-10-01,2023,Q4,-0.2,10.2,10.4
전북특별자치도,35.8175,127.14,2024-01-01,2024,Q1,-0.6,12.9,13.5
전북특별자치도,35.8175,127.14,2024-04-01,2024,Q2,-0.3,10.4,10.7
전북특별자치도,35.8175,127.14,2024-07-01,2024,Q3,-0.4,10.2,10.6
제주특별자치도,33.4996,126.5312,2017-01-01,2017,Q1,1.9,22.0,20.1
제주특별자치도,33.4996,126.5312,2017-04-01,2017,Q2,2.0,14.0,12.0
제주특별자치도,33.4996,126.5312,2017-07-01,2017,Q3,2.7,14.3,11.7
제주특별자치도,33.4996,126.5312,2017-10-01,2017,Q4,2.1,15.1,13.0
제주특별자치도,33.4996,126.5312,2018-01-01,2018,Q1,2.0,21.6,19.6
제주특별자치도,33.4996,126.5312,2018-04-01,2018,Q2,1.7,14.3,12.7
제주특별자치도,33.4996,126.5312,2018-07-01,2018,Q3,1.3,13.2,11.9
제주특별자치도,33.4996,126.5312,2018-10-01,2018,Q4,0.4,14.4,14.0
제주특별자치도,33.4996,126.5312,2019-01-01,2019,Q1,0.5,18.8,18.4
제주특별자치도,33.4996,126.5312,2019-04-01,2019,Q2,0.8,12.8,11.9
제주특별자치도,33.4996,126.5312,2019-07-01,2019,Q3,0.4,12.1,11.7
제주특별자치도,33.4996,126.5312,2019-10-01,2019,Q4,0.1,13.6,13.5
제주특별자치도,33.4996,126.5312,2020-01-01,2020,Q1,-0.3,17.8,18.2
제주특별자치도,33.4996,126.5312,2020-04-01,2020,Q2,0.4,14.3,13.8
제주특별자치도,33.4996,126.5312,2020-07-01,2020,Q3,0.9,12.9,12.0
제주특별자치도,33.4996,126.5312,2020-10-01,2020,Q4,1.1,14.0,12.9
제주특별자치도,33.4996,126.5312,2021-01-01,2021,Q1,0.4,18.0,17.6
제주특별자치도,33.4996,126.5312,2021-04-01,2021,Q2,0.8,12.8,11.9
제주특별자치도,33.4996,126.5312,2021-07-01,2021,Q3,0.5,12.7,12.2
제주특별자치도,33.4996,126.5312,2021-10-01,2021,Q4,0.6,13.2,12.6
제주특별자치도,33.4996,126.5312,2022-01-01,2022,Q1,0.4,16.9,16.5
제주특별자치도,33.4996,126.5312,2022-04-01,2022,Q2,0.7,12.0,11.4
제주특별자치도,33.4996,126.5312,2022-07-01,2022,Q3,0.7,11.6,10.9
제주특별자치도,33.4996,126.5312,2022-10-01,2022,Q4,0.1,11.1,11.0
제주특별자치도,33.4996,126.5312,2023-01-01,2023,Q1,-0.6,16.0,16.5
제주특별자치도,33.4996,126.5312,2023-04-01,2023,Q2,0.1,10.7,10.6
제주특별자치도,33.4996,126.5312,2023-07-01,2023,Q3,-0.2,10.9,11.1
제주특별자치도,33.4996,126.5312,2023-10-01,2023,Q4,-0.4,10.9,11.3
제주특별자치도,33.4996,126.5312,2024-01-01,2024,Q1,-1.0,15.6,16.6
제주특별자치도,33.4996,126.5312,2024-04-01,2024,Q2,-0.3,11.1,11.4
제주특별자치도,33.4996,126.5312,2024-07-01,2024,Q3,-0.5,10.9,11.4
충청남도,36.6353,126.7404,2017-01-01,2017,Q1,1.0,16.7,15.7
충청남도,36.6353,126.7404,2017-04-01,2017,Q2,1.0,12.6,11.7
충청남도,36.6353,126.7404,2017-07-01,2017,Q3,0.9,13.4,12.4
충청남도,36.6353,126.7404,2017-10-01,2017,Q4,0.7,12.5,11.8
충청남도,36.6353,126.7404,2018-01-01,2018,Q1,0.6,16.1,15.5
충청남도,36.6353,126.7404,2018-04-01,2018,Q2,0.5,13.9,13.4
충청남도,36.6353,126.7404,2018-07-01,2018,Q3,0.3,12.3,12.0
충청남도,36.6353,126.7404,2018-10-01,2018,Q4,0.6,13.2,12.7
충청남도,36.6353,126.7404,2019-01-01,2019,Q1,0.0,14.7,14.8
충청남도,36.6353,126.7404,2019-04-01,2019,Q2,0.1,11.2,11.1
충청남도,36.6353,126.7404,2019-07-01,2019,Q3,-0.1,11.3,11.5
충청남도,36.6353,126.7404,2019-10-01,2019,Q4,-0.1,11.8,11.9
충청남도,36.6353,126.7404,2020-01-01,2020,Q1,-0.6,15.1,15.7
충청남도,36.6353,126.7404,2020-04-01,2020,Q2,0.1,13.3,13.2
충청남도,36.6353,126.7404,2020-07-01,2020,Q3,0.2,12.6,12.4
충청남도,36.6353,126.7404,2020-10-01,2020,Q4,0.3,13.5,13.1
충청남도,36.6353,126.7404,2021-01-01,2021,Q1,0.1,15.7,15.7
충청남도,36.6353,126.7404,2021-04-01,2021,Q2,0.6,12.9,12.2
충청남도,36.6353,126.7404,2021-07-01,2021,Q3,0.3,12.6,12.4
충청남도,36.6353,126.7404,2021-10-01,2021,Q4,0.6,12.4,11.7
충청남도,36.6353,126.7404,2022-01-01,2022,Q1,0.4,14.6,14.2
충청남도,36.6353,126.7404,2022-04-01,2022,Q2,0.7,12.2,11.6
충청남도,36.6353,126.7404,2022-07-01,2022,Q3,0.7,11.2,10.5
충청남도,36.6353,126.7404,2022-10-01,2022,Q4,0.9,11.4,10.4
충청남도,36.6353,126.7404,2023-01-01,2023,Q1,0.7,15.4,14.6
충청남도,36.6353,126.7404,2023-04-01,2023,Q2,0.7,11.0,10.3
충청남도,36.6353,126.7404,2023-07-01,2023,Q3,0.6,11.9,11.3
충청남도,36.6353,126.7404,2023-10-01,2023,Q4,1.0,11.9,11.0
충청남도,36.6353,126.7404,2024-01-01,2024,Q1,0.9,15.9,15.0
충청남도,36.6353,126.7404,2024-04-01,2024,Q2,0.8,11.6,10.9
충청남도,36.6353,126.7404,2024-07-01,2024,Q3,0.4,11.4,10.9
충청북도,36.6297,127.921,2017-01-01,2017,Q1,0.0,14.6,14.6
충청북도,36.6297,127.921,2017-04-01,2017,Q2,0.2,11.7,11.5
충청북도,36.6297,127.921,2017-07-01,2017,Q3,0.1,11.8,11.8
충청북도,36.6297,127.921,2017-10-01,2017,Q4,0.3,11.8,11.5
충청북도,36.6297,127.921,2018-01-01,2018,Q1,0.2,15.4,15.2
충청북도,36.6297,127.921,2018-04-01,2018,Q2,0.2,12.1,11.9
충청북도,36.6297,127.921,2018-07-01,2018,Q3,0.2,11.4,11.2
충청북도,36.6297,127.921,2018-10-01,2018,Q4,0.7,16.3,15.6
충청북도,36.6297,127.921,2019-01-01,2019,Q1,0.0,15.3,15.4
충청북도,36.6297,127.921,2019-04-01,2019,Q2,0.3,11.6,11.3
충청북도,36.6297,127.921,2019-07-01,2019,Q3,0.0,11.5,11.5
충청북도,36.6297,127.921,2019-10-01,2019,Q4,0.4,14.8,14.4
충청북도,36.6297,127.921,2020-01-01,2020,Q1,-0.4,16.0,16.4
충청북도,36.6297,127.921,2020-04-01,2020,Q2,0.1,13.6,13.5
충청북도,36.6297,127.921,2020-07-01,2020,Q3,0.3,12.6,12.3
충청북도,36.6297,127.921,2020-10-01,2020,Q4,0.8,15.7,14.8
충청북도,36.6297,127.921,2021-01-01,2021,Q1,-0.4,15.8,16.1
충청북도,36.6297,127.921,2021-04-01,2021,Q2,0.8,13.2,12.4
충청북도,36.6297,127.921,2021-07-01,2021,Q3,0.0,12.0,12.0
충청북도,36.6297,127.921,2021-10-01,2021,Q4,0.5,13.0,12.5
충청북도,36.6297,127.921,2022-01-01,2022,Q1,0.4,13.8,13.5
충청북도,36.6297,127.921,2022-04-01,2022,Q2,0.3,11.4,11.1
충청북도,36.6297,127.921,2022-07-01,2022,Q3,0.3,10.8,10.5
충청북도,36.6297,127.921,2022-10-01,2022,Q4,0.3,10.6,10.3
충청북도,36.6297,127.921,2023-01-01,2023,Q1,0.1,14.0,13.9
충청북도,36.6297,127.921,2023-04-01,2023,Q2,0.3,10.4,10.2
충청북도,36.6297,127.921,2023-07-01,2023,Q3,0.4,11.7,11.3
충청북도,36.6297,127.921,2023-10-01,2023,Q4,0.2,10.8,10.6
충청북도,36.6297,127.921,2024-01-01,2024,Q1,-0.2,12.9,13.2
충청북도,36.6297,127.921,2024-04-01,2024,Q2,0.5,12.2,11.7
충청북도,36.6297,127.921,2024-07-01,2024,Q3,0.2,11.2,11.0
