지역,latitude,longitude,날짜,연도,분기,지표,값
광주광역시,35.1595,126.8526,2023-07-01,2023,Q3,전입률,11.1
대전광역시,36.3504,127.3845,2023-07-01,2023,Q3,전입률,11.2
울산광역시,35.5384,129.3114,2023-07-01,2023,Q3,전입률,9.8
세종특별자치시,36.48,127.289,2023-07-01,2023,Q3,전입률,12.5
경기도,37.4138,127.5183,2023-07-01,2023,Q3,전입률,11.8
강원특별자치도,37.8225,128.1555,2023-07-01,2023,Q3,전입률,10.4
충청북도,36.6297,127.921,2023-07-01,2023,Q3,전입률,11.7
충청남도,36.6353,126.7404,2023-07-01,2023,Q3,전입률,11.9
전북특별자치도,35.8175,127.14,2023-07-01,2023,Q3,전입률,10.1
전라남도,34.8006,126.2994,2023-07-01,2023,Q3,전입률,9.0
경상북도,36.1584,128.7364,2023-07-01,2023,Q3,전입률,8.9
경상남도,35.2354,128.6922,2023-07-01,2023,Q3,전입률,8.4
제주특별자치도,33.4996,126.5312,2023-07-01,2023,Q3,전입률,10.9
행정구역(시도)별,,,2023-07-01,2023,Q3,전출률,총전출률(%)
전국,,,2023-07-01,2023,Q3,전출률,11.4
서울특별시,,,2023-07-01,2023,Q3,전출률,12.9
부산광역시,35.1796,129.0756,2023-07-01,2023,Q3,전출률,10.6
대구광역시,35.8714,128.6014,2023-07-01,2023,Q3,전출률,12.1
인천광역시,37.4563,126.7052,2023-07-01,2023,Q3,전출률,13.3
광주광역시,35.1595,126.8526,2023-07-01,2023,Q3,전출률,11.4
대전광역시,36.3504,127.3845,2023-07-01,2023,Q3,전출률,11.3
울산광역시,35.5384,129.3114,2023-07-01,2023,Q3,전출률,10.4
세종특별자치시,36.48,127.289,2023-07-01,2023,Q3,전출률,12.9
경기도,37.4138,127.5183,2023-07-01,2023,Q3,전출률,11.6
강원특별자치도,37.8225,128.1555,2023-07-01,2023,Q3,전출률,10.5
충청북도,36.6297,127.921,2023-07-01,2023,Q3,전출률,11.3
충청남도,36.6353,126.7404,2023-07-01,2023,Q3,전출률,11.3
전북특별자치도,35.8175,127.14,2023-07-01,2023,Q3,전출률,10.4
전라남도,34.8006,126.2994,2023-07-01,2023,Q3,전출률,9.4
경상북도,36.1584,128.7364,2023-07-01,2023,Q3,전출률,9.3
경상남도,35.2354,128.6922,2023-07-01,2023,Q3,전출률,8.9
제주특별자치도,33.4996,126.5312,2023-07-01,2023,Q3,전출률,11.1
행정구역(시도)별,,,2023-07-01,2023,Q3,순이동률,순이동률(%)
전국,,,2023-07-01,2023,Q3,순이동률,0.0
서울특별시,,,2023-07-01,2023,Q3,순이동률,-0.2
부산광역시,35.1796,129.0756,2023-07-01,2023,Q3,순이동률,-0.4
대구광역시,35.8714,128.6014,2023-07-01,2023,Q3,순이동률,-0.1
인천광역시,37.4563,126.7052,2023-07-01,2023,Q3,순이동률,1.3
광주광역시,35.1595,126.8526,2023-07-01,2023,Q3,순이동률,-0.3
대전광역시,36.3504,127.3845,2023-07-01,2023,Q3,순이동률,-0.1
울산광역시,35.5384,129.3114,2023-07-01,2023,Q3,순이동률,-0.6
세종특별자치시,36.48,127.289,2023-07-01,2023,Q3,순이동률,-0.4
경기도,37.4138,127.5183,2023-07-01,2023,Q3,순이동률,0.2
강원특별자치도,37.8225,128.1555,2023-07-01,2023,Q3,순이동률,-0.1
충청북도,36.6297,127.921,2023-07-01,2023,Q3,순이동률,0.4
충청남도,36.6353,126.7404,2023-07-01,2023,Q3,순이동률,0.6
전북특별자치도,35.8175,127.14,2023-07-01,2023,Q3,순이동률,-0.2
전라남도,34.8006,126.2994,2023-07-01,2023,Q3,순이동률,-0.4
경상북도,36.1584,128.7364,2023-07-01,2023,Q3,순이동률,-0.4
경상남도,35.2354,128.6922,2023-07-01,2023,Q3,순이동률,-0.4
제주특별자치도,33.4996,126.5312,2023-07-01,2023,Q3,순이동률,-0.2
행정구역(시도)별,,,2023-10-01,2023,Q4,전입률,총전입률(%)
전국,,,2023-10-01,2023,Q4,전입률,11.8
서울특별시,,,2023-10-01,2023,Q4,전입률,12.5
부산광역시,35.1796,129.0756,2023-10-01,2023,Q4,전입률,10.9
대구광역시,35.8714,128.6014,2023-10-01,2023,Q4,전입률,13.5
인천광역시,37.4563,126.7052,2023-10-01,2023,Q4,전입률,14.8
광주광역시,35.1595,126.8526,2023-10-01,2023,Q4,전입률,11.2
대전광역시,36.3504,127.3845,2023-10-01,2023,Q4,전입률,12.5
울산광역시,35.5384,129.3114,2023-10-01,2023,Q4,전입률,12.2
세종특별자치시,36.48,127.289,2023-10-01,2023,Q4,전입률,14.1
경기도,37.4138,127.5183,2023-10-01,2023,Q4,전입률,12.1
강원특별자치도,37.8225,128.1555,2023-10-01,2023,Q4,전입률,11.0
충청북도,36.6297,127.921,2023-10-01,2023,Q4,전입률,10.8
충청남도,36.6353,126.7404,2023-10-01,2023,Q4,전입률,11.9
전북특별자치도,35.8175,127.14,2023-10-01,2023,Q4,전입률,10.2
전라남도,34.8006,126.2994,2023-10-01,2023,Q4,전입률,9.2
경상북도,36.1584,128.7364,2023-10-01,2023,Q4,전입률,9.8
경상남도,35.2354,128.6922,2023-10-01,2023,Q4,전입률,9.2
제주특별자치도,33.4996,126.5312,2023-10-01,2023,Q4,전입률,10.9
행정구역(시도)별,,,2023-10-01,2023,Q4,전출률,총전출률(%)
전국,,,2023-10-01,2023,Q4,전출률,11.8
서울특별시,,,2023-10-01,2023,Q4,전출률,13.1
부산광역시,35.1796,129.0756,2023-10-01,2023,Q4,전출률,11.3
대구광역시,35.8714,128.6014,2023-10-01,2023,Q4,전출률,13.6
인천광역시,37.4563,126.7052,2023-10-01,2023,Q4,전출률,13.3
광주광역시,35.1595,126.8526,2023-10-01,2023,Q4,전출률,11.9
대전광역시,36.3504,127.3845,2023-10-01,2023,Q4,전출률,12.9
울산광역시,35.5384,129.3114,2023-10-01,2023,Q4,전출률,12.2
세종특별자치시,36.48,127.289,2023-10-01,2023,Q4,전출률,13.7
경기도,37.4138,127.5183,2023-10-01,2023,Q4,전출률,11.8
강원특별자치도,37.8225,128.1555,2023-10-01,2023,Q4,전출률,11.2
충청북도,36.6297,127.921,2023-10-01,2023,Q4,전출률,10.6
충청남도,36.6353,126.7404,2023-10-01,2023,Q4,전출률,11.0
전북특별자치도,35.8175,127.14,2023-10-01,2023,Q4,전출률,10.4
전라남도,34.8006,126.2994,2023-10-01,2023,Q4,전출률,9.1
경상북도,36.1584,128.7364,2023-10-01,2023,Q4,전출률,10.0
경상남도,35.2354,128.6922,2023-10-01,2023,Q4,전출률,9.5
제주특별자치도,33.4996,126.5312,2023-10-01,2023,Q4,전출률,11.3
행정구역(시도)별,,,2023-10-01,2023,Q4,순이동률,순이동률(%)
전국,,,2023-10-01,2023,Q4,순이동률,0.0
서울특별시,,,2023-10-01,2023,Q4,순이동률,-0.6
부산광역시,35.1796,129.0756,2023-10-01,2023,Q4,순이동률,-0.4
대구광역시,35.8714,128.6014,2023-10-01,2023,Q4,순이동률,-0.1
인천광역시,37.4563,126.7052,2023-10-01,2023,Q4,순이동률,1.5
광주광역시,35.1595,126.8526,2023-10-01,2023,Q4,순이동률,-0.7
대전광역시,36.3504,127.3845,2023-10-01,2023,Q4,순이동률,-0.4
울산광역시,35.5384,129.3114,2023-10-01,2023,Q4,순이동률,0.0
세종특별자치시,36.48,127.289,2023-10-01,2023,Q4,순이동률,0.4
경기도,37.4138,127.5183,2023-10-01,2023,Q4,순이동률,0.3
강원특별자치도,37.8225,128.1555,2023-10-01,2023,Q4,순이동률,-0.1
충청북도,36.6297,127.921,2023-10-01,2023,Q4,순이동률,0.2
충청남도,36.6353,126.7404,2023-10-01,2023,Q4,순이동률,1.0
전북특별자치도,35.8175,127.14,2023-10-01,2023,Q4,순이동률,-0.2
전라남도,34.8006,126.2994,2023-10-01,2023,Q4,순이동률,0.1
경상북도,36.1584,128.7364,2023-10-01,2023,Q4,순이동률,-0.2
경상남도,35.2354,128.6922,2023-10-01,2023,Q4,순이동률,-0.2
제주특별자치도,33.4996,126.5312,2023-10-01,2023,Q4,순이동률,-0.4
행정구역(시도)별,,,2024-01-01,2024,Q1,전입률,총전입률(%)
전국,,,2024-01-01,2024,Q1,전입률,14.3
서울특별시,,,2024-01-01,2024,Q1,전입률,15.4
부산광역시,35.1796,129.0756,2024-01-01,2024,Q1,전입률,14.1
대구광역시,35.8714,128.6014,2024-01-01,2024,Q1,전입률,14.4
인천광역시,37.4563,126.7052,2024-01-01,2024,Q1,전입률,14.9
광주광역시,35.1595,126.8526,2024-01-01,2024,Q1,전입률,14.4
대전광역시,36.3504,127.3845,2024-01-01,2024,Q1,전입률,16.2
울산광역시,35.5384,129.3114,2024-01-01,2024,Q1,전입률,12.4
세종특별자치시,36.48,127.289,2024-01-01,2024,Q1,전입률,20.6
경기도,37.4138,127.5183,2024-01-01,2024,Q1,전입률,14.2
강원특별자치도,37.8225,128.1555,2024-01-01,2024,Q1,전입률,14.8
충청북도,36.6297,127.921,2024-01-01,2024,Q1,전입률,12.9
충청남도,36.6353,126.7404,2024-01-01,2024,Q1,전입률,15.9
전북특별자치도,35.8175,127.14,2024-01-01,2024,Q1,전입률,12.9
전라남도,34.8006,126.2994,2024-01-01,2024,Q1,전입률,11.7
경상북도,36.1584,128.7364,2024-01-01,2024,Q1,전입률,13.3
경상남도,35.2354,128.6922,2024-01-01,2024,Q1,전입률,12.1
제주특별자치도,33.4996,126.5312,2024-01-01,2024,Q1,전입률,15.6
행정구역(시도)별,,,2024-01-01,2024,Q1,전출률,총전출률(%)
전국,,,2024-01-01,2024,Q1,전출률,14.3
서울특별시,,,2024-01-01,2024,Q1,전출률,15.4
부산광역시,35.1796,129.0756,2024-01-01,2024,Q1,전출률,14.4
대구광역시,35.8714,128.6014,2024-01-01,2024,Q1,전출률,14.9
인천광역시,37.4563,126.7052,2024-01-01,2024,Q1,전출률,13.6
광주광역시,35.1595,126.8526,2024-01-01,2024,Q1,전출률,15.2
대전광역시,36.3504,127.3845,2024-01-01,2024,Q1,전출률,16.2
울산광역시,35.5384,129.3114,2024-01-01,2024,Q1,전출률,13.2
세종특별자치시,36.48,127.289,2024-01-01,2024,Q1,전출률,20.0
경기도,37.4138,127.5183,2024-01-01,2024,Q1,전출률,13.8
강원특별자치도,37.8225,128.1555,2024-01-01,2024,Q1,전출률,15.2
충청북도,36.6297,127.921,2024-01-01,2024,Q1,전출률,13.2
충청남도,36.6353,126.7404,2024-01-01,2024,Q1,전출률,15.0
전북특별자치도,35.8175,127.14,2024-01-01,2024,Q1,전출률,13.5
전라남도,34.8006,126.2994,2024-01-01,2024,Q1,전출률,12.2
경상북도,36.1584,128.7364,2024-01-01,2024,Q1,전출률,13.8
경상남도,35.2354,128.6922,2024-01-01,2024,Q1,전출률,12.9
제주특별자치도,33.4996,126.5312,2024-01-01,2024,Q1,전출률,16.6
행정구역(시도)별,,,2024-01-01,2024,Q1,순이동률,순이동률(%)
전국,,,2024-01-01,2024,Q1,순이동률,0.0
서울특별시,,,2024-01-01,2024,Q1,순이동률,0.0
부산광역시,35.1796,129.0756,2024-01-01,2024,Q1,순이동률,-0.3
대구광역시,35.8714,128.6014,2024-01-01,2024,Q1,순이동률,-0.5
인천광역시,37.4563,126.7052,2024-01-01,2024,Q1,순이동률,1.3
광주광역시,35.1595,126.8526,2024-01-01,2024,Q1,순이동률,-0.8
대전광역시,36.3504,127.3845,2024-01-01,2024,Q1,순이동률,0.0
울산광역시,35.5384,129.3114,2024-01-01,2024,Q1,순이동률,-0.8
세종특별자치시,36.48,127.289,2024-01-01,2024,Q1,순이동률,0.6
경기도,37.4138,127.5183,2024-01-01,2024,Q1,순이동률,0.4
강원특별자치도,37.8225,128.1555,2024-01-01,2024,Q1,순이동률,-0.4
충청북도,36.6297,127.921,2024-01-01,2024,Q1,순이동률,-0.2
충청남도,36.6353,126.7404,2024-01-01,2024,Q1,순이동률,0.9
전북특별자치도,35.8175,127.14,2024-01-01,2024,Q1,순이동률,-0.6
전라남도,34.8006,126.2994,2024-01-01,2024,Q1,순이동률,-0.6
경상북도,36.1584,128.7364,2024-01-01,2024,Q1,순이동률,-0.5
경상남도,35.2354,128.6922,2024-01-01,2024,Q1,순이동률,-0.8
제주특별자치도,33.4996,126.5312,2024-01-01,2024,Q1,순이동률,-1.0
행정구역(시도)별,,,2024-04-01,2024,Q2,전입률,총전입률(%)
전국,,,2024-04-01,2024,Q2,전입률,11.6
서울특별시,,,2024-04-01,2024,Q2,전입률,11.9
부산광역시,35.1796,129.0756,2024-04-01,2024,Q2,전입률,10.3
대구광역시,35.8714,128.6014,2024-04-01,2024,Q2,전입률,12.9
인천광역시,37.4563,126.7052,2024-04-01,2024,Q2,전입률,13.1
광주광역시,35.1595,126.8526,2024-04-01,2024,Q2,전입률,12.4
대전광역시,36.3504,127.3845,2024-04-01,2024,Q2,전입률,12.4
울산광역시,35.5384,129.3114,2024-04-01,2024,Q2,전입률,9.8
세종특별자치시,36.48,127.289,2024-04-01,2024,Q2,전입률,12.7
경기도,37.4138,127.5183,2024-04-01,2024,Q2,전입률,12.1
강원특별자치도,37.8225,128.1555,2024-04-01,2024,Q2,전입률,11.0
충청북도,36.6297,127.921,2024-04-01,2024,Q2,전입률,12.2
충청남도,36.6353,126.7404,2024-04-01,2024,Q2,전입률,11.6
전북특별자치도,35.8175,127.14,2024-04-01,2024,Q2,전입률,10.4
전라남도,34.8006,126.2994,2024-04-01,2024,Q2,전입률,9.3
경상북도,36.1584,128.7364,2024-04-01,2024,Q2,전입률,11.0
경상남도,35.2354,128.6922,2024-04-01,2024,Q2,전입률,9.8
제주특별자치도,33.4996,126.5312,2024-04-01,2024,Q2,전입률,11.1
행정구역(시도)별,,,2024-04-01,2024,Q2,전출률,총전출률(%)
전국,,,2024-04-01,2024,Q2,전출률,11.6
서울특별시,,,2024-04-01,2024,Q2,전출률,12.6
부산광역시,35.1796,129.0756,2024-04-01,2024,Q2,전출률,10.8
대구광역시,35.8714,128.6014,2024-04-01,2024,Q2,전출률,13.2
인천광역시,37.4563,126.7052,2024-04-01,2024,Q2,전출률,12.4
광주광역시,35.1595,126.8526,2024-04-01,2024,Q2,전출률,12.9
대전광역시,36.3504,127.3845,2024-04-01,2024,Q2,전출률,12.6
울산광역시,35.5384,129.3114,2024-04-01,2024,Q2,전출률,10.1
세종특별자치시,36.48,127.289,2024-04-01,2024,Q2,전출률,12.6
경기도,37.4138,127.5183,2024-04-01,2024,Q2,전출률,11.5
강원특별자치도,37.8225,128.1555,2024-04-01,2024,Q2,전출률,11.0
충청북도,36.6297,127.921,2024-04-01,2024,Q2,전출률,11.7
충청남도,36.6353,126.7404,2024-04-01,2024,Q2,전출률,10.9
전북특별자치도,35.8175,127.14,2024-04-01,2024,Q2,전출률,10.7
전라남도,34.8006,126.2994,2024-04-01,2024,Q2,전출률,9.4
경상북도,36.1584,128.7364,2024-04-01,2024,Q2,전출률,10.9
경상남도,35.2354,128.6922,2024-04-01,2024,Q2,전출률,10.0
제주특별자치도,33.4996,126.5312,2024-04-01,2024,Q2,전출률,11.4
행정구역(시도)별,,,2024-04-01,2024,Q2,순이동률,순이동률(%)
전국,,,2024-04-01,2024,Q2,순이동률,0.0
서울특별시,,,2024-04-01,2024,Q2,순이동률,-0.7
부산광역시,35.1796,129.0756,2024-04-01,2024,Q2,순이동률,-0.5
대구광역시,35.8714,128.6014,2024-04-01,2024,Q2,순이동률,-0.2
인천광역시,37.4563,126.7052,2024-04-01,2024,Q2,순이동률,0.7
광주광역시,35.1595,126.8526,2024-04-01,2024,Q2,순이동률,-0.4
대전광역시,36.3504,127.3845,2024-04-01,2024,Q2,순이동률,-0.2
울산광역시,35.5384,129.3114,2024-04-01,2024,Q2,순이동률,-0.3
세종특별자치시,36.48,127.289,2024-04-01,2024,Q2,순이동률,0.2
경기도,37.4138,127.5183,2024-04-01,2024,Q2,순이동률,0.5
강원특별자치도,37.8225,128.1555,2024-04-01,2024,Q2,순이동률,0.0
충청북도,36.6297,127.921,2024-04-01,2024,Q2,순이동률,0.5
충청남도,36.6353,126.7404,2024-04-01,2024,Q2,순이동률,0.8
전북특별자치도,35.8175,127.14,2024-04-01,2024,Q2,순이동률,-0.3
전라남도,34.8006,126.2994,2024-04-01,2024,Q2,순이동률,-0.2
경상북도,36.1584,128.7364,2024-04-01,2024,Q2,순이동률,0.1
경상남도,35.2354,128.6922,2024-04-01,2024,Q2,순이동률,-0.3
제주특별자치도,33.4996,126.5312,2024-04-01,2024,Q2,순이동률,-0.3
행정구역(시도)별,,,2024-07-01,2024,Q3,전입률,총전입률(%)
전국,,,2024-07-01,2024,Q3,전입률,11.6
서울특별시,,,2024-07-01,2024,Q3,전입률,12.5
부산광역시,35.1796,129.0756,2024-07-01,2024,Q3,전입률,10.4
대구광역시,35.8714,128.6014,2024-07-01,2024,Q3,전입률,12.1
인천광역시,37.4563,126.7052,2024-07-01,2024,Q3,전입률,12.8
광주광역시,35.1595,126.8526,2024-07-01,2024,Q3,전입률,11.1
대전광역시,36.3504,127.3845,2024-07-01,2024,Q3,전입률,13.3
울산광역시,35.5384,129.3114,2024-07-01,2024,Q3,전입률,9.3
세종특별자치시,36.48,127.289,2024-07-01,2024,Q3,전입률,15.4
경기도,37.4138,127.5183,2024-07-01,2024,Q3,전입률,12.3
강원특별자치도,37.8225,128.1555,2024-07-01,2024,Q3,전입률,10.7
충청북도,36.6297,127.921,2024-07-01,2024,Q3,전입률,11.2
충청남도,36.6353,126.7404,2024-07-01,2024,Q3,전입률,11.4
전북특별자치도,35.8175,127.14,2024-07-01,2024,Q3,전입률,10.2
전라남도,34.8006,126.2994,2024-07-01,2024,Q3,전입률,10.1
경상북도,36.1584,128.7364,2024-07-01,2024,Q3,전입률,9.4
경상남도,35.2354,128.6922,2024-07-01,2024,Q3,전입률,9.8
제주특별자치도,33.4996,126.5312,2024-07-01,2024,Q3,전입률,10.9
행정구역(시도)별,,,2024-07-01,2024,Q3,전출률,총전출률(%)
전국,,,2024-07-01,2024,Q3,전출률,11.6
서울특별시,,,2024-07-01,2024,Q3,전출률,13.1
부산광역시,35.1796,129.0756,2024-07-01,2024,Q3,전출률,10.9
대구광역시,35.8714,128.6014,2024-07-01,2024,Q3,전출률,12.1
인천광역시,37.4563,126.7052,2024-07-01,2024,Q3,전출률,12.1
광주광역시,35.1595,126.8526,2024-07-01,2024,Q3,전출률,11.6
대전광역시,36.3504,127.3845,2024-07-01,2024,Q3,전출률,13.3
울산광역시,35.5384,129.3114,2024-07-01,2024,Q3,전출률,9.8
세종특별자치시,36.48,127.289,2024-07-01,2024,Q3,전출률,14.2
경기도,37.4138,127.5183,2024-07-01,2024,Q3,전출률,11.7
강원특별자치도,37.8225,128.1555,2024-07-01,2024,Q3,전출률,10.8
충청북도,36.6297,127.921,2024-07-01,2024,Q3,전출률,11.0
충청남도,36.6353,126.7404,2024-07-01,2024,Q3,전출률,10.9
전북특별자치도,35.8175,127.14,2024-07-01,2024,Q3,전출률,10.6
전라남도,34.8006,126.2994,2024-07-01,2024,Q3,전출률,10.3
경상북도,36.1584,128.7364,2024-07-01,2024,Q3,전출률,9.8
경상남도,35.2354,128.6922,2024-07-01,2024,Q3,전출률,9.9
제주특별자치도,33.4996,126.5312,2024-07-01,2024,Q3,전출률,11.4
행정구역(시도)별,,,2024-07-01,2024,Q3,순이동률,순이동률(%)
전국,,,2024-07-01,2024,Q3,순이동률,0.0
서울특별시,,,2024-07-01,2024,Q3,순이동률,-0.6
부산광역시,35.1796,129.0756,2024-07-01,2024,Q3,순이동률,-0.5
대구광역시,35.8714,128.6014,2024-07-01,2024,Q3,순이동률,0.0
인천광역시,37.4563,126.7052,2024-07-01,2024,Q3,순이동률,0.7
광주광역시,35.1595,126.8526,2024-07-01,2024,Q3,순이동률,-0.5
대전광역시,36.3504,127.3845,2024-07-01,2024,Q3,순이동률,0.0
울산광역시,35.5384,129.3114,2024-07-01,2024,Q3,순이동률,-0.5
세종특별자치시,36.48,127.289,2024-07-01,2024,Q3,순이동률,1.2
경기도,37.4138,127.5183,2024-07-01,2024,Q3,순이동률,0.5
강원특별자치도,37.8225,128.1555,2024-07-01,2024,Q3,순이동률,-0.1
충청북도,36.6297,127.921,2024-07-01,2024,Q3,순이동률,0.2
충청남도,36.6353,126.7404,2024-07-01,2024,Q3,순이동률,0.4
전북특별자치도,35.8175,127.14,2024-07-01,2024,Q3,순이동률,-0.4
전라남도,34.8006,126.2994,2024-07-01,2024,Q3,순이동률,-0.2
경상북도,36.1584,128.7364,2024-07-01,2024,Q3,순이동률,-0.4
경상남도,35.2354,128.6922,2024-07-01,2024,Q3,순이동률,-0.1
제주특별자치도,33.4996,126.5312,2024-07-01,2024,Q3,순이동률,-0.5
